Aplicacion web escuchando en 0.0.0.0:35000
Pagina de inicio: http://localhost:35000/
Modo secuencial: una conexion a la vez, sin hilos.
23:39:22.923  GET /%2e%2e/pom.xml HTTP/1.1  ->  403 Forbidden [text/html; charset=UTF-8, 186 bytes, 0 ms]
23:39:23.007  GET /%2e%2e/pom.xml HTTP/1.1  ->  403 Forbidden [text/html; charset=UTF-8, 186 bytes, 0 ms]
23:39:23.156  GET /hello?name=a%22b HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 148 bytes, 0 ms]
23:39:23.241  GET /hello?name=a%22b HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 148 bytes, 0 ms]
23:39:23.394  GET /hello?name=%3C%2Fscript%3E HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 157 bytes, 0 ms]
23:39:23.457  GET /hello?name=%3C%2Fscript%3E HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 158 bytes, 0 ms]
23:39:23.640  GET /square?number=1 HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 41 bytes, 1 ms]
23:39:23.701  GET /square?number=2 HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 41 bytes, 0 ms]
23:39:23.742  GET /square?number=3 HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 41 bytes, 0 ms]
23:39:24.274  GET /square?number=4 HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 42 bytes, 0 ms]
23:39:24.346  GET /square?number=5 HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 42 bytes, 0 ms]
23:39:24.402  GET /square?number=6 HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 42 bytes, 0 ms]
23:39:24.461  GET /square?number=7 HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 42 bytes, 0 ms]
23:39:24.511  GET /square?number=8 HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 42 bytes, 0 ms]
23:39:24.574  GET /square?number=9 HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 42 bytes, 0 ms]
23:39:24.645  GET /square?number=10 HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 44 bytes, 0 ms]
23:39:27.717  GET /slow?seconds=3 HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 127 bytes, 3013 ms]
23:39:27.719  GET /health HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 54 bytes, 0 ms]
23:39:39.437  GET / HTTP/1.1  ->  200 OK [text/html; charset=UTF-8, 6581 bytes, 0 ms]
23:39:39.536  GET / HTTP/1.1  ->  200 OK [text/html; charset=UTF-8, 6581 bytes, 1 ms]
23:39:39.689  GET /styles.css HTTP/1.1  ->  200 OK [text/css; charset=UTF-8, 5405 bytes, 0 ms]
23:39:39.759  GET /styles.css HTTP/1.1  ->  200 OK [text/css; charset=UTF-8, 5405 bytes, 1 ms]
23:39:39.917  GET /app.js HTTP/1.1  ->  200 OK [text/javascript; charset=UTF-8, 12428 bytes, 0 ms]
23:39:39.997  GET /app.js HTTP/1.1  ->  200 OK [text/javascript; charset=UTF-8, 12428 bytes, 1 ms]
23:39:40.140  GET /logo.png HTTP/1.1  ->  200 OK [image/png, 51547 bytes, 1 ms]
23:39:40.230  GET /logo.png HTTP/1.1  ->  200 OK [image/png, 51547 bytes, 1 ms]
23:39:40.373  GET /secuencial.jpg HTTP/1.1  ->  200 OK [image/jpeg, 23529 bytes, 0 ms]
23:39:40.465  GET /secuencial.jpg HTTP/1.1  ->  200 OK [image/jpeg, 23529 bytes, 0 ms]
23:39:40.601  GET /hello?name=Ana HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 146 bytes, 0 ms]
23:39:40.682  GET /hello?name=Ana HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 146 bytes, 0 ms]
23:39:40.830  GET /square?number=12 HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 44 bytes, 0 ms]
23:39:40.904  GET /square?number=12 HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 44 bytes, 0 ms]
23:39:41.042  GET /time HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 123 bytes, 0 ms]
23:39:41.118  GET /time HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 122 bytes, 0 ms]
23:39:41.273  GET /health HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 54 bytes, 0 ms]
23:39:41.350  GET /health HTTP/1.1  ->  200 OK [application/json; charset=UTF-8, 54 bytes, 0 ms]
23:39:41.469  GET /hello HTTP/1.1  ->  400 Bad Request [application/json; charset=UTF-8, 93 bytes, 0 ms]
23:39:41.543  GET /hello HTTP/1.1  ->  400 Bad Request [application/json; charset=UTF-8, 93 bytes, 0 ms]
23:39:41.682  GET /hello?name= HTTP/1.1  ->  400 Bad Request [application/json; charset=UTF-8, 94 bytes, 0 ms]
23:39:41.770  GET /hello?name= HTTP/1.1  ->  400 Bad Request [application/json; charset=UTF-8, 94 bytes, 0 ms]
23:39:41.914  GET /square HTTP/1.1  ->  400 Bad Request [application/json; charset=UTF-8, 95 bytes, 0 ms]
23:39:41.995  GET /square HTTP/1.1  ->  400 Bad Request [application/json; charset=UTF-8, 95 bytes, 0 ms]
23:39:42.123  GET /square?number=hola HTTP/1.1  ->  400 Bad Request [application/json; charset=UTF-8, 91 bytes, 0 ms]
23:39:42.195  GET /square?number=hola HTTP/1.1  ->  400 Bad Request [application/json; charset=UTF-8, 91 bytes, 0 ms]
23:39:42.370  GET /slow?seconds=99 HTTP/1.1  ->  400 Bad Request [application/json; charset=UTF-8, 97 bytes, 0 ms]
23:39:42.439  GET /slow?seconds=99 HTTP/1.1  ->  400 Bad Request [application/json; charset=UTF-8, 97 bytes, 0 ms]
23:39:42.578  GET /no-existe.html HTTP/1.1  ->  404 Not Found [text/html; charset=UTF-8, 182 bytes, 0 ms]
23:39:42.654  GET /no-existe.html HTTP/1.1  ->  404 Not Found [text/html; charset=UTF-8, 182 bytes, 0 ms]
23:39:42.800  POST /index.html HTTP/1.1  ->  405 Method Not Allowed [text/html; charset=UTF-8, 189 bytes, 0 ms]
23:39:42.882  POST /index.html HTTP/1.1  ->  405 Method Not Allowed [text/html; charset=UTF-8, 189 bytes, 0 ms]
23:39:43.030  POST /health HTTP/1.1  ->  405 Method Not Allowed [application/json; charset=UTF-8, 90 bytes, 0 ms]
23:39:43.111  POST /health HTTP/1.1  ->  405 Method Not Allowed [application/json; charset=UTF-8, 90 bytes, 0 ms]
23:39:43.253  GET /../pom.xml HTTP/1.1  ->  403 Forbidden [text/html; charset=UTF-8, 186 bytes, 0 ms]
23:39:43.333  GET /../pom.xml HTTP/1.1  ->  403 Forbidden [text/html; charset=UTF-8, 186 bytes, 0 ms]
23:39:43.491  GET /..%2fpom.xml HTTP/1.1  ->  403 Forbidden [text/html; charset=UTF-8, 186 bytes, 0 ms]
23:39:43.583  GET /..%2fpom.xml HTTP/1.1  ->  403 Forbidden [text/html; charset=UTF-8, 186 bytes, 0 ms]
23:39:43.734  GET /%2e%2e/pom.xml HTTP/1.1  ->  403 Forbidden [text/html; charset=UTF-8, 186 bytes, 0 ms]
23:39:43.818  GET /%2e%2e/pom.xml HTTP/1.1  ->  403 Forbidden [text/html; charset=UTF-8, 186 bytes, 0 ms]
